SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Oct 10 14:02:17 EDT 2019
User: surp
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 150000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 0 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	484.49
1.00	484.49
2.00	484.49
3.00	369.80
4.00	393.21
5.00	428.32
6.00	381.51
7.00	327.68
8.00	344.06
9.00	365.12
10.00	376.83
11.00	372.15
12.00	327.68
13.00	374.49
14.00	358.10
15.00	386.19
16.00	388.53
17.00	402.57
18.00	440.02
19.00	428.32
20.00	414.27
21.00	428.32
22.00	444.70
23.00	503.22
24.00	1088.35
25.00	2843.75
26.00	2672.89
27.00	2857.79
28.00	2939.71
29.00	2644.81
30.00	2693.96
31.00	2565.23
32.00	2665.87
33.00	2703.32
34.00	2623.74
35.00	2530.12
36.00	2457.56
37.00	2616.72
38.00	2431.82
39.00	2441.18
40.00	2569.91
41.00	2710.34
42.00	2567.57
43.00	2574.59
44.00	2593.31
45.00	2839.07
46.00	2963.12
47.00	2970.14
48.00	2897.58
49.00	3052.06
50.00	2953.76
51.00	3047.38
52.00	3117.59
53.00	3187.81
54.00	3344.63
55.00	3389.10
56.00	3452.29
57.00	3609.11
58.00	3658.26
59.00	3749.54
60.00	3854.86
61.00	3702.73
62.00	3648.90
63.00	3447.61
64.00	3520.17
65.00	3379.73
66.00	3314.20
67.00	3211.22
68.00	3141.00
69.00	3283.77
70.00	3262.71
71.00	3487.40
72.00	3578.68
73.00	3808.05
74.00	3653.58
75.00	3562.30
76.00	3499.10
77.00	3185.47
78.00	3054.40
79.00	3056.74
80.00	2899.92
81.00	2850.77
82.00	2684.59
83.00	2607.36
84.00	2569.91
85.00	2502.03
86.00	2499.69
87.00	2553.52
88.00	2684.59
89.00	2717.36
90.00	2946.73
91.00	3152.70
92.00	3346.97
93.00	3468.67
94.00	3583.36
95.00	3754.22
96.00	3578.68
97.00	3550.59
98.00	3417.18
99.00	3414.84
100.00	3468.67
101.00	3475.70
102.00	3538.89
103.00	3669.96
104.00	3566.98
105.00	3588.04
106.00	3602.08
107.00	3730.81
108.00	3737.84
109.00	3749.54
110.00	3712.09
111.00	3667.62
112.00	3733.15
113.00	3632.51
114.00	3728.47
115.00	4007.00
116.00	4044.45
117.00	4278.50
118.00	4421.27
119.00	4486.81
120.00	4730.22
121.00	4524.26
122.00	4627.24
123.00	4692.77
124.00	4816.82
125.00	5025.13
126.00	5125.77
127.00	5242.80
128.00	5186.63
129.00	5123.43
130.00	4938.53
131.00	4894.06
132.00	4638.94
133.00	4266.80
134.00	4142.75
135.00	3674.64
136.00	3201.85
137.00	3014.61
138.00	2977.16
139.00	2780.56
140.00	3218.24
141.00	3492.08
142.00	3925.08
143.00	4425.95
