SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Oct 10 14:07:15 EDT 2019
User: surp
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 150000 (USB2+H05261)
Spectra Averaged: 10 (USB2+H05261)
Boxcar Smoothing: 0 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	499.24
1.00	499.24
2.00	499.24
3.00	407.96
4.00	404.91
5.00	432.77
6.00	392.04
7.00	405.85
8.00	401.87
9.00	411.23
10.00	391.81
11.00	418.96
12.00	406.55
13.00	405.61
14.00	374.02
15.00	425.04
16.00	421.53
17.00	400.47
18.00	424.57
19.00	409.13
20.00	440.96
21.00	462.02
22.00	498.07
23.00	503.68
24.00	570.62
25.00	761.38
26.00	809.36
27.00	825.74
28.00	882.85
29.00	865.53
30.00	824.80
31.00	832.06
32.00	811.46
33.00	864.36
34.00	867.40
35.00	876.53
36.00	901.81
37.00	876.76
38.00	894.55
39.00	889.64
40.00	915.85
41.00	926.62
42.00	957.51
43.00	949.09
44.00	923.11
45.00	952.83
46.00	952.13
47.00	927.32
48.00	954.70
49.00	959.15
50.00	940.43
51.00	964.07
52.00	950.73
53.00	1009.71
54.00	940.90
55.00	965.00
56.00	957.28
57.00	949.32
58.00	975.07
59.00	971.79
60.00	1001.52
61.00	980.68
62.00	957.05
63.00	983.96
64.00	1012.98
65.00	975.07
66.00	1031.24
67.00	996.13
68.00	970.62
69.00	982.09
70.00	985.83
71.00	1014.39
72.00	1016.03
73.00	996.13
74.00	970.39
75.00	990.98
76.00	993.32
77.00	1016.26
78.00	1039.67
79.00	1000.11
80.00	1054.41
81.00	1054.65
82.00	1020.94
83.00	1034.98
84.00	1040.13
85.00	1059.09
86.00	1025.62
87.00	1056.05
88.00	1087.18
89.00	1107.54
90.00	1050.90
91.00	1069.16
92.00	1081.33
93.00	1079.69
94.00	1068.92
95.00	1089.75
96.00	1060.73
97.00	1106.14
98.00	1093.50
99.00	1097.71
100.00	1096.31
101.00	1101.69
102.00	1096.07
103.00	1098.41
104.00	1121.35
105.00	1119.71
106.00	1141.01
107.00	1123.69
108.00	1168.86
109.00	1132.82
110.00	1139.14
111.00	1119.71
112.00	1148.73
113.00	1173.78
114.00	1157.16
115.00	1146.16
116.00	1193.21
117.00	1197.42
118.00	1181.50
119.00	1214.04
120.00	1226.91
121.00	1191.80
122.00	1213.80
123.00	1262.95
124.00	1222.46
125.00	1232.06
126.00	1234.87
127.00	1238.61
128.00	1243.29
129.00	1227.14
130.00	1259.44
131.00	1245.63
132.00	1273.25
133.00	1243.99
134.00	1288.00
135.00	1252.19
136.00	1321.00
137.00	1298.76
138.00	1317.49
139.00	1286.83
140.00	1314.21
141.00	1296.19
142.00	1329.42
143.00	1348.62
144.00	1324.04
145.00	1346.28
146.00	1367.34
147.00	1328.96
148.00	1374.13
149.00	1399.64
150.00	1428.19
151.00	1382.09
152.00	1402.68
153.00	1438.03
154.00	1406.43
155.00	1472.43
156.00	1432.17
157.00	1418.83
158.00	1447.39
159.00	1452.77
160.00	1464.01
161.00	1452.77
162.00	1467.05
163.00	1537.73
164.00	1480.62
165.00	1493.50
166.00	1517.84
167.00	1530.01
168.00	1487.88
169.00	1545.22
170.00	1550.37
171.00	1528.37
172.00	1557.63
173.00	1548.26
174.00	1608.65
175.00	1600.69
176.00	1640.01
177.00	1614.97
178.00	1573.07
179.00	1631.59
180.00	1626.91
181.00	1642.82
182.00	1626.67
183.00	1659.44
184.00	1678.16
185.00	1676.99
186.00	1615.20
187.00	1650.78
188.00	1701.57
189.00	1684.95
190.00	1702.27
191.00	1744.17
192.00	1726.38
193.00	1725.68
194.00	1739.72
195.00	1753.76
196.00	1790.04
197.00	1827.72
198.00	1777.87
199.00	1814.15
200.00	1819.06
201.00	1793.32
202.00	1849.26
203.00	1831.47
204.00	1815.32
205.00	1889.51
206.00	1880.85
207.00	1871.96
208.00	1865.64
209.00	1909.64
210.00	1909.88
211.00	1947.33
212.00	1918.30
213.00	1913.86
214.00	1926.96
215.00	1976.11
216.00	2011.46
217.00	2033.69
218.00	2016.37
219.00	2009.82
220.00	2031.58
221.00	2035.10
222.00	2106.48
223.00	2093.14
224.00	2082.84
225.00	2085.18
226.00	2087.06
227.00	2141.59
228.00	2128.72
229.00	2120.53
230.00	2131.06
231.00	2141.82
232.00	2165.70
233.00	2177.87
234.00	2223.51
235.00	2248.32
236.00	2247.38
237.00	2258.38
238.00	2298.64
239.00	2275.47
240.00	2252.06
241.00	2329.07
242.00	2362.54
243.00	2429.71
244.00	2327.90
245.00	2383.84
246.00	2404.20
247.00	2392.96
248.00	2440.71
249.00	2437.43
250.00	2418.01
251.00	2458.97
252.00	2495.01
253.00	2505.78
254.00	2520.52
255.00	2580.21
256.00	2614.14
257.00	2568.04
258.00	2580.21
259.00	2593.08
260.00	2598.46
261.00	2618.83
262.00	2633.34
263.00	2681.79
264.00	2747.55
265.00	2668.21
266.00	2681.55
267.00	2693.49
268.00	2797.41
269.00	2763.00
270.00	2746.62
271.00	2793.43
272.00	2798.34
273.00	2861.54
274.00	2836.96
275.00	2839.54
276.00	2842.11
277.00	2885.88
278.00	2873.48
279.00	2862.24
280.00	2910.92
281.00	2959.84
282.00	2969.91
283.00	2947.44
284.00	2996.35
285.00	3004.78
286.00	3025.38
287.00	3005.72
288.00	3000.57
289.00	3039.89
290.00	3060.02
291.00	3015.78
292.00	3021.16
293.00	3091.15
294.00	3084.12
295.00	3065.40
296.00	3105.66
297.00	3105.42
298.00	3165.11
299.00	3164.40
300.00	3106.36
301.00	3138.19
302.00	3083.66
303.00	3160.89
304.00	3148.72
305.00	3174.23
306.00	3234.39
307.00	3175.40
308.00	3201.38
309.00	3203.49
310.00	3189.21
311.00	3249.60
312.00	3231.34
313.00	3197.17
314.00	3213.09
315.00	3229.71
316.00	3241.64
317.00	3290.33
318.00	3259.20
319.00	3299.45
320.00	3244.92
321.00	3358.20
322.00	3296.64
323.00	3309.28
324.00	3365.46
325.00	3402.90
326.00	3454.40
327.00	3446.44
328.00	3441.76
329.00	3397.05
330.00	3411.33
331.00	3466.57
332.00	3402.90
333.00	3416.01
334.00	3392.84
335.00	3467.74
336.00	3541.00
337.00	3534.44
338.00	3615.43
339.00	3592.96
340.00	3680.02
341.00	3702.96
342.00	3767.33
343.00	3640.47
344.00	3690.09
345.00	3766.39
346.00	3739.01
347.00	3762.65
348.00	3770.13
349.00	3838.95
350.00	3770.37
351.00	3769.90
352.00	3787.22
353.00	3826.31
354.00	3887.40
355.00	3845.50
356.00	3831.93
357.00	3913.84
358.00	3928.59
359.00	3913.14
360.00	3965.10
361.00	4009.10
362.00	4094.07
363.00	4034.62
364.00	3976.34
365.00	4026.66
366.00	3992.95
367.00	4048.66
368.00	4097.11
369.00	4176.22
370.00	4088.45
371.00	4119.81
372.00	4104.83
373.00	4123.79
374.00	4128.24
375.00	4143.45
376.00	4190.26
377.00	4182.54
378.00	4198.45
379.00	4269.14
380.00	4360.89
381.00	4332.33
382.00	4402.31
383.00	4456.61
384.00	4457.55
385.00	4428.06
386.00	4551.41
387.00	4618.35
388.00	4615.30
389.00	4633.56
390.00	4651.58
391.00	4687.39
392.00	4665.16
393.00	4690.43
394.00	4778.44
395.00	4766.03
396.00	4764.63
